6f4e4312;f4120e58;蒼き狼と白き牝鹿 元朝秘史;82;0;32;32;J;光栄;1993/3/25;11800;SLG
fb69743a;fb69743a;蒼き狼と白き牝鹿 ジンギスカン;18;0;16;0;J;光栄;1989/4/20;9800;SLG
28c1d3d5;28c1d3d5;仮面の忍者 赤影;33;0;8;0;J;東映動画;1988/5/20;5300;ACT
9d976153;9d976153;赤川次郎の幽霊列車;18;0;16;0;J;キングレコード;1991/2/8;6800;ADV
8a7d0abe;ce90983a;アキラ;16;32;8;32;J;タイトー;1988/12/24;6800;ADV
376138d8;5e9bc161;アキラ (alt);16;32;8;32;J;タイトー;1988/12/24;6800;ADV
2c4421b2;e699a97c;悪魔くん" 魔界の罠";0;16;8;16;J;バンダイ;1990/2/24;5800;RPG
e349af38;ba6bdd6a;悪魔城伝説;128;16;16;16;J;コナミ;1989/12/22;6500;ACT
a0f99bb8;a0f99bb8;悪魔城ドラキュラ" (ROM版)";33;0;8;0;J;コナミ;1993/2/5;3900;ACT
1248326d;bf8c1116;悪魔の招待状;67;0;8;16;J;ケムコ;1989/9/29;6200;ADV
e949ef8a;c701a262;アストロファング;64;0;8;16;J;A-WAVE;1990/10/26;6700;ACT
2dc05a6f;c6acceea;アストロロボ・ササ;1;0;2;1;J;アスキー;1985/8/9;5500;STG
15141401;336e2a6f;アスミッくんランド;65;0;8;16;J;アスミック;1991/12/20;6300;ACT
7d55cf29;7d55cf29;アタックアニマル学園;33;0;8;0;J;ポニーキャニオン;1987/12/26;5500;STG
3f9970f9;3f9970f9;アテナ;33;0;8;0;J;SNK;1987/6/5;5500;ACT
297198b9;f4fb65dd;アドベンチャーズオブロロ;64;0;2;4;J;HAL研究所;1990/1/6;4900;PZL
eab93cfb;b1849d4e;アドベンチャーズオブロロII;16;0;8;16;J;HAL研究所;1990/12/26;5900;PZL
f808af60;7af3afb7;アトランチスの謎;129;176;2;2;J;サンソフト;1986/4/17;4900;ACT
14cd576e;e675ba2a;アバドックス" 地獄のインナーウォーズ";16;0;8;16;J;ナツメ;1989/12/15;5800;STG
cc7a4dca;453be513;暴れん坊天狗;65;0;8;16;J;メルダック;1990/12/14;6500;STG
f2ce3641;88f202f0;アフターバーナー;64;64;8;32;J;サンソフト;1989/3/30;6200;STG
3256114c;3256114c;アメリカ横断ウルトラクイズ" 史上最強の戦い";64;0;32;0;J;トミー;1991/11/29;7800;QUIZ
9273f18e;7831b2ff;アメリカ大統領選挙;18;0;8;16;J;ヘクト;1988/10/28;9800;SLG
3ffa5762;faf802d1;アメリカンドリーム;16;0;8;16;J;ココナッツジャパン;1989/9/23;5900;TAB
67a3c362;96277a43;アメリカンフットボール" タッチダウンフィーバー";16;0;8;4;J;ケイアミューズメントリース;1988/11/11;5500;SPT
d89e5a67;35893b67;アルカノイド;48;0;2;2;J;タイトー;1986/12/26;5400;ACT
0f141525;6267fbd1;アルカノイドII" リベンジ オブ ドウ";96;64;4;16;J;タイトー;1988/3/8;5900;ACT
e1b260da;e1b260da;アルゴスの戦士 はちゃめちゃ大進撃;33;0;8;0;J;テクモ;1987/4/17;4980;ACT
093e845f;ebac24e9;アルテリオス;18;0;8;4;J;日本物産;1987/11/13;5500;RPG
78b657ac;cf3b904c;アルマジロ;97;112;16;16;J;アイ・ジー・エス;1991/8/9;6900;ACT
644e312b;644e312b;暗黒神話" ヤマトタケル伝説";16;0;16;0;J;トンキンハウス;1989/3/24;5900;ADV
6e4697bf;e6d73266;アンタッチャブル;16;0;8;16;J;アルトロン;1991/12/20;6800;ACT
9d048ea4;9d048ea4;おえかキッズ アンパンマンのおえかキッズ;0;96;8;0;J;バンダイ;1990/10/25;13800;EDU
c3c0811d;c3c0811d;おえかキッズ アンパンマンのひらがなだいすき;0;96;8;0;J;バンダイ;1991/3/26;6800;EDU
86cefc12;e26a660d;イー・アル・カンフー;0;0;1;1;J;コナミ;1985/4/22;4500;ACT
8baa5ff2;8f7719f3;イー・アル・カンフー (alt);0;0;1;1;J;コナミ;1985/4/22;4500;ACT
92547f1c;92547f1c;イース;18;0;16;0;J;ビクター音楽産業;1988/8/26;6200;RPG
5a0454f3;00161afd;イースII" ANCIENT YS VANISHED THE FINAL CHAPTER";66;0;16;16;J;ビクター音楽産業;1990/5/25;7500;RPG
37b62d04;3b0fb600;イースIII" ワンダラーズ フロム イース";97;112;16;16;J;ビクター音楽産業;1991/9/27;7500;RPG
8c3d54e8;8c3d54e8;怒;32;0;8;0;J;ケイアミューズメントリース;1986/11/26;5500;ACT
d2bc86f3;d2bc86f3;怒II" 怒号層圏";16;0;16;0;J;ケイアミューズメントリース;1988/4/16;5500;ACT
f7d20181;272e96a6;怒III;16;0;8;16;J;ケイアミューズメントリース;1990/3/16;5600;ACT
092ec15c;8aa7cce1;いきなりミュージシャン;49;0;2;2;J;トンキンハウス;1987/3/5;4900;ETC
4f032933;346cd5d3;いけいけ熱血ホッケー部;65;0;8;16;J;テクノスジャパン;1992/2/7;6200;SPT
9b208ab1;b37f48cd;囲碁 九路盤対局(ROM版);16;0;2;2;J;BPS;1987/8/11;5500;TAB
89550500;17b49292;囲碁指南;0;0;2;1;J;ヘクト;1989/7/14;5800;TAB
e333ffa1;be00966b;囲碁指南'91;16;0;8;4;J;ヘクト;1991/7/5;6800;TAB
7a11d2c9;0b561ad2;囲碁指南'92;16;0;8;4;J;ヘクト;1992/3/10;6800;TAB
9c053f24;e1acc990;囲碁指南'93;16;0;8;4;J;ヘクト;1992/11/27;6800;TAB
a7e784ed;6c3ca47b;囲碁指南'94;16;0;8;4;J;ヘクト;1993/12/17;6800;TAB
455ca7de;ae43592d;囲碁名鑑;0;0;2;1;J;青木書店;1990/1/10;9680;TAB
18d44bba;18d44bba;井崎脩五朗の競馬必勝学;18;0;16;0;J;イマジニア;1990/3/30;9800;SLG
;;;;;;;;;;;
1ced086f;8fa95456;維新の嵐;82;0;16;16;J;光栄;1990/9/15;11800;SLG
ca503f32;7e5d2f1a;いただきストリート;18;0;8;16;J;アスキー;1991/3/21;6800;TAB
29ec0fd1;3c5ae54b;1999" ～ほれ、みたことか！世紀末～";64;0;16;16;J;ココナッツジャパン;1992/9/18;7300;TAB
171251e3;c4e8c04a;1942;0;0;2;1;J;カプコン;1985/12/11;4900;STG
4e42f13a;4e42f13a;1943;32;0;8;0;J;カプコン;1988/6/20;5300;STG
821feb7a;8cf1aae2;いっき;1;0;1;1;J;サンソフト;1985/11/28;4900;ACT
9fae4d46;9fae4d46;井出洋介名人の実践麻雀;32;0;8;0;J;カプコン;1987/9/24;6500;TAB
7b44fb2a;7b44fb2a;井出洋介名人の実戦麻雀II;16;0;16;0;J;カプコン;1991/2/22;8500;TAB
d2038fc5;726edb66;イメージファイト;0;32;8;16;J;アイレム;1990/3/16;6500;STG
f80bdc50;a71c3452;インセクターX;17;32;8;16;J;タイトー;1990/9/21;5900;STG
174f860a;174f860a;インドラの光;18;0;8;0;J;ケムコ;1987/10/20;5300;RPG
498187b6;343e9146;ウィザードリィ" Proving Grounds of the mad overload";18;0;8;16;J;アスキー;1987/12/22;5800;RPG
55397db3;50ec5e8b;ウィザードリィII" Legacy of Llylgamyn";66;0;8;16;J;アスキー;1989/2/21;6500;RPG
5c123ef7;33d07e45;ウィザードリィIII" The Knight of Diamond";66;0;8;16;J;アスキー;1990/3/9;6500;RPG
b1b16b8a;b1b16b8a;Wit's;33;0;8;0;J;アテナ;1990/7/13;5800;ACT
8d3c33b3;5a7fd507;サッカーリーグ ウィナーズカップ;16;0;8;16;J;データイースト;1988/8/12;5800;SPT
1d8bf724;c96c6f04;ヴィナス戦記;16;0;8;16;J;バリエ;1989/10/14;5800;SLG
752743ec;595b2b26;W・I・L・L・O・W;16;0;8;16;J;カプコン;1989/7/18;5900;RPG
0fd6bfc8;567dccbd;ウエスタンキッズ;64;0;16;32;J;ビスコ;1991/9/13;7800;ACT
fde14cce;29cc4dee;ヴォルガードII;1;0;2;1;J;デービーソフト;1985/12/7;4900;STG
a58a8da1;fe4e5b11;うしおととら;67;0;8;32;J;ユタカ;1993/7/9;7800;RPG
bb7f829a;d979c8b7;宇宙警備隊;80;0;8;16;J;HAL研究所;1990/9/7;6900;STG
3d1c3137;42392440;宇宙船コスモキャリア;232;64;8;16;J;ジャレコ;1987/11/6;4900;SLG
fcfa4c1e;fcfa4c1e;うっでぃぽこ;33;0;8;0;J;デービーソフト;1987/6/20;5500;ACT
20c5d187;6bbd9f11;伝染るんです" かわうそハワイへ行く";65;0;8;16;J;タカラ;1992/3/6;6800;ACT
8442b86c;e63f7d0b;うる星やつら ラムのウェディングベル;81;96;2;4;J;ジャレコ;1986/10/23;4900;ACT
250f7913;250f7913;ウルティマ" 恐怖のエクソダス";18;0;16;0;J;ポニーキャニオン;1987/10/9;5900;RPG
71d8c6e9;71d8c6e9;ウルティマ～聖者への道;18;0;16;0;J;ポニーキャニオン;1989/9/20;5900;RPG
9adfc8f0;60ff6444;ウルトラマン倶楽部" 怪獣大決戦";65;0;8;32;J;エンジェル;1992/12/25;6800;ACT
7980c4f7;a52a8119;ウルトラマン倶楽部2 帰ってきたウルトラマン倶楽部;65;0;8;16;J;バンダイ;1990/4/7;6000;RPG
923f915b;af754426;ウルトラマン倶楽部3;67;0;16;16;J;ユタカ;1991/12/27;7800;RPG
fb8a9b80;5cb41fed;エアーウルフ;16;0;8;16;J;九娯貿易;1988/12/24;5900;STG
3e785dc3;bf9adf43;エアー・フォートレス;16;0;8;16;J;HAL研究所;1987/8/17;5300;STG
7c27ab86;37f49572;エイセス・アイアンイーグル3;65;0;16;32;J;パックインビデオ;1992/8/7;7400;STG
f8d53171;af5ad5af;エイト・アイズ;65;0;8;16;J;セタ;1988/9/27;5800;ACT
5b837e8d;e77268ec;エイリアンシンドローム;16;0;8;16;J;サンソフト;1988/12/2;5500;ACT
d858033d;72c39b9e;ASO;48;0;2;4;J;SNK;1986/9/3;4900;STG
e616ff0a;1e0c7ea3;AD&D ドラゴン オブ フレイム;16;0;8;16;J;ポニーキャニオン;1992/2/21;6800;RPG
1e472e7a;929c7b2f;AD&D ヒーロー オブ ランス;18;0;8;16;J;ポニーキャニオン;1991/3/8;6800;RPG
2c33161d;2c33161d;AD&D ヒルズファー;18;0;16;0;J;ポニーキャニオン;1991/3/21;7800;RPG
ca730971;a6819195;AD&D プール オブ レイディアンス;67;0;32;16;J;ポニーキャニオン;1991/6/28;9800;RPG
6377cb75;30ca59c8;A列車で行こう;18;0;8;2;J;ポニーキャニオン;1991/8/21;7800;SLG
ac4bf9dc;786148b6;エキサイティングボクシング;177;64;8;16;J;コナミ;1987/12/16;7980;SPT
e15c973d;46752bc8;エキサイティング・ラリー;16;0;8;16;J;科研;1992/4/24;5900;CACT
49aeb3a6;3a94fa0b;エキサイトバイク;1;0;1;1;J;任天堂;1984/11/30;5500;CACT
c05a365b;7b82400f;エグゼドエグゼス;0;0;2;1;J;徳間書店;1985/12/21;5200;STG
beb30478;c86a1f7d;エクセリオン;0;0;1;1;J;ジャレコ;1985/2/11;4500;STG
e1c03eb6;5d8992c6;エジプト;48;0;2;4;J;ヒューマン;1991/5/31;3800;PZL
a2f713c0;46dc6e57;SDガンダム ガチャポン戦士2" カプセル戦記";66;0;8;16;J;ユタカ;1989/6/25;6800;SLG
1066b66d;66b2dec7;SDガンダム ガチャポン戦士3" 英雄戦記";67;0;8;16;J;ユタカ;1990/12/22;6800;SLG
e170404c;146fb9c3;SDガンダム外伝" ナイトガンダム物語";2;16;16;16;J;バンダイ;1990/8/11;6800;RPG
67555417;92b07fd9;SDガンダム ガチャポン戦士4" ニュータイプストーリー";67;0;16;32;J;ユタカ;1991/12/21;8500;SLG
6c940a59;8ee6463a;SDガンダム ガチャポン戦士5" BATTLE OF UNIVERSAL CENTURY";67;0;8;16;J;ユタカ;1992/12/22;6800;SLG
05f04eac;ee711afb;SD刑事ブレイダー;35;80;8;16;J;タイトー;1991/8/2;6400;RPG
e78a394c;5c1d053a;SDバトル大相撲" 平成ヒーロー場所";65;0;8;16;J;バンプレスト;1990/4/20;6300;SPT
8d26fdea;1c3a73f0;SD戦国武将列伝 烈火のごとく天下を盗れ！;67;0;8;16;J;バンプレスト;1990/9/8;6800;SLG
dbece74f;40a26fdb;SDヒーロー総決戦" 倒せ悪の軍団";65;0;8;16;J;バンプレスト;1990/7/6;6300;ACT
209b4bed;30e64d03;エスパードリーム2" 新たなる戦い";162;16;16;16;J;コナミ;1992/6/26;6800;RPG
7b0a41b9;7b0a41b9;エスパ冒険隊;33;0;16;0;J;ジャレコ;1987/10/13;5300;ADV
02b0b405;02b0b405;エスパ冒険隊 (alt);33;0;16;0;J;ジャレコ;1987/10/13;5300;ADV
77dcbba3;c970ad09;エッガーランド 迷宮の復活;16;0;8;4;J;HAL研究所;1988/8/9;5600;PZL
5f14dc48;3272bc3c;FC原人;64;0;16;16;J;ハドソン;1993/7/30;5800;ACT
ecbf33ce;245870ed;F1サーカス;67;0;16;16;J;日本物産;1992/2/7;6600;CACT
40b8ee9a;cb106f49;F1センセーション;64;0;8;16;J;コナミ;1993/1/29;5800;CACT
e0604f76;57970078;F1レース;1;0;1;1;J;任天堂;1984/11/2;4500;CACT
0a73a792;0a73a792;名探偵ホームズ Mからの挑戦状;16;0;16;0;J;トーワチキ;1989/5/1;6000;ADV
9d45d8ec;5bf4da62;エモやんの10倍プロ野球;18;0;8;16;J;ヘクト;1989/12/19;9700;SLG
ef7996bf;5f162195;えりかとさとるの夢冒険;49;16;8;16;J;ナムコ;1988/9/27;4900;ADV
240c6de8;d2e775d8;エリュシオン;16;0;8;16;J;トンキンハウス;1988/4/28;5500;RPG
605f5d51;605f5d51;エルナークの財宝;33;0;8;0;J;トーワチキ;1987/8/10;5300;ACT
fcdaca80;a6de7024;エレベーターアクション;0;0;2;1;J;タイトー;1985/6/28;4900;ACT
264f26b1;335cfba6;美味しんぼ;16;0;8;16;J;バンダイ;1989/7/25;5800;ADV
ce06f2d4;47f552cd;オーバーホライゾン;65;0;8;16;J;ホットビィ;1991/4/26;6800;STG
73921674;81a743f5;オセロ;49;0;2;4;J;河田;1986/11/13;4900;TAB
4e5257d7;ed9a3ac6;おそ松くん バック・トゥ・ザ・ミーの出っ歯の巻;16;0;8;16;J;バンダイ;1989/12/8;5800;ADV
57783e71;8e0ea20f;おそ松くん バック・トゥ・ザ・ミーの出っ歯の巻 (alt);16;0;8;16;J;バンダイ;1989/12/8;5800;ADV
4582f22e;a524ae9b;おたくの星座;66;0;16;16;J;M&M;1991/7/31;6900;RPG
25edaf5c;7cba563f;落っことしパズルとんじゃん！？;16;0;8;16;J;ジャレコ;1989/9/29;5600;PZL
270eaed5;003a1bd1;おにゃん子TOWN;1;0;2;1;J;ポニーキャニオン;1985/11/21;4900;ACT
330de468;6756763b;オバケのQ太郎 ワンワンパニック;1;0;2;1;J;バンダイ;1985/12/16;4900;ACT
2a6559a1;42d893e4;オペレーションウルフ;16;32;8;16;J;タイトー;1989/3/31;5900;STG
e24483b1;09eefde3;おぼっちゃまくん;18;0;8;16;J;テクモ;1991/4/5;6500;TAB
03d56cf7;03d56cf7;愛の伝説 オリュンポスの戦い;16;0;8;0;J;イマジニア;1988/3/28;5300;ACT
b59a7a29;b59a7a29;ガーディック外伝;33;0;8;0;J;アイレム;1988/2/5;5500;STG
b4ff91e7;f7de03e0;ガーフィールドの一週間;16;0;8;4;J;トーワチキ;1989/4/7;5500;ACT
d1397940;d1397940;快傑ヤンチャ丸;16;96;16;0;J;アイレム;1987/10/2;5500;ACT
b979cad5;35e65a8c;快傑ヤンチャ丸2;0;32;8;16;J;アイレム;1991/8/30;5800;ACT
9e898385;e30b7f64;快傑ヤンチャ丸3;16;64;8;16;J;アイレム;1993/3/30;6500;ACT
bc11e61a;b1b9e187;貝獣物語;50;16;8;16;J;ナムコ;1988/11/18;5500;RPG
e1526228;15249a59;カイの冒険;65;0;8;8;J;ナムコ;1988/7/22;3900;ACT
e74aa15a;e74aa15a;帰ってきた！軍人将棋なんやそれ？;16;0;8;0;J;ソフエル;1989/5/26;5500;TAB
e0cbc2ba;076b00ab;カオスワールド;18;0;16;16;J;ナツメ;1991/10/25;7000;RPG
26cec726;26cec726;かぐや姫伝説;18;0;16;0;J;ビクター音楽産業;1988/12/16;5900;ADV
98977591;21490e20;KAGE;65;0;8;16;J;ナツメ;1990/8/10;5900;ACT
86291f44;6e53128e;影の伝説;48;0;2;2;J;タイトー;1986/4/18;4900;ACT
5c629297;5c629297;カケフくんのジャンプ天国;33;0;8;0;J;ビック東海;1988/7/22;5300;ACT
c9187b43;49e834c3;影狼伝説;67;0;8;16;J;ピクセル;1990/5/11;6200;RPG
e44001d8;e44001d8;カジノ・ダービー;16;0;8;0;J;ヨネザワ;1993/3/19;5500;SPT
8f011713;a2c79ec5;黒鉄ヒロシの予想大好き！ 勝馬伝説;66;0;8;16;J;日本物産;1990/4/20;8000;SLG
f8c1a690;d8e641a3;かってにシロクマ;16;0;8;16;J;CBSソニーグループ;1989/12/15;5900;ADV
cb5acb49;3bc3a97b;CAPCOMバルセロナ'92;67;0;8;16;J;カプコン;1992/6/5;6500;SPT
7172f3d4;7172f3d4;株式道場" 実践編";18;0;16;0;J;ヘクト;1989/5/2;9800;SLG
489d19ab;2a601192;亀の恩返し" ウラシマ伝説";16;0;8;16;J;ハドソン;1988/8/1;5500;STG
e6b30bb3;cce0cc10;仮面の忍者花丸;16;0;8;16;J;カプコン;1990/3/16;5800;ACT
2a1919fe;4ee69e3d;仮面ライダーSD;66;0;8;16;J;エンジェル;1993/1/22;6500;RPG
dd8ed0f7;a59ca2ef;仮面ライダー倶楽部;96;64;8;16;J;バンダイ;1988/2/3;5500;ACT
f02035b1;f02035b1;カラオケスタジオ基本セット;192;176;8;0;J;バンダイ;1987/7/30;7500;ETC
4b6ef399;4b6ef399;カラオケスタジオ専用カセット Vol.1" トップヒット20";192;176;16;0;J;バンダイ;1987/10/1;3980;ETC
50f3e338;50f3e338;カラオケスタジオ専用カセット Vol.2;192;176;16;0;J;バンダイ;1988/2/18;3980;ETC
9d9a4a26;1170392a;からくり剣豪伝ムサシロード;66;0;8;16;J;ユタカ;1991/10/5;6800;ACT
8ba75848;2015226d;カラテカ;1;0;1;1;J;ソフトプロ;1985/12/5;4900;SPT
267e592f;198237c5;カルノフ;64;0;8;8;J;ナムコ;1987/12/18;4900;ACT
f4e5df0e;d88293fa;川のぬし釣り;64;0;8;16;J;パックインビデオ;1990/8/10;6300;RPG
0afb395e;255b129c;ガンサイト;80;0;8;16;J;コナミ;1991/3/15;6000;STG
3bf55966;2b72fe7e;元祖 西遊記 スーパーモンキー大冒険;49;0;2;4;J;バップ;1986/11/1;4900;RPG
619bea12;14a01c70;ガンディック;65;0;8;16;J;サミー;1991/4/26;6000;ACT
d9084936;a0b8d310;ガンナック;65;0;8;16;J;トンキンハウス;1990/10/5;6000;STG
4fc2f673;565a57e5;がんばれゴエモン！からくり道中;177;64;8;16;J;コナミ;1986/7/30;5300;ACT
0cc9ffec;112140a4;がんばれゴエモン2;112;16;8;16;J;コナミ;1989/1/4;5500;ACT
eb92b32a;8360fa88;がんばれゴエモン外伝" 消えた黄金キセル";146;16;16;32;J;コナミ;1990/1/5;6980;RPG
286fcd20;7cc4778c;がんばれゴエモン外伝2;82;16;16;32;J;コナミ;1992/1/3;6980;RPG
76705b5f;9e0bf355;がんばれゴエモン外伝2 (alt);82;16;16;32;J;コナミ;1992/1/3;6980;RPG
90f6fa33;953ca1b6;がんばれペナントレース;96;16;8;16;J;コナミ;1989/2/28;5900;SPT
7c393da4;953ca1b6;がんばれペナントレース (alt);144;16;8;32;J;コナミ;1989/2/28;5900;SPT
e8baa782;e362ecdc;ガンヘッド" 新たなる戦い";18;0;8;16;J;バリエ;1990/4/13;6500;SLG
db479677;cbd413a9;キテレツ大百科;16;0;8;16;J;エポック社;1990/2/23;5900;ACT
ce07194f;a4ee65ac;機動戦士Ｚガンダム HOTSCRAMBLE;32;64;8;4;J;バンダイ;1986/8/28;5500;STG
e18ab050;158fc675;機動戦士Ｚガンダム HOTSCRAMBLE (alt);32;64;8;4;J;バンダイ;1986/8/28;5500;STG
d9f45be9;d9f45be9;ギミア・ぶれいく 史上最強のクイズ王決定戦;16;0;8;0;J;ヨネザワ;1991/12/13;9800;QUIZ
1545bd13;1545bd13;ギミア・ぶれいく 史上最強のクイズ王決定戦2;16;0;16;0;J;ヨネザワ;1992/8/28;6800;QUIZ
705ef660;26de121d;ギミック！;80;64;16;16;J;サンソフト;1992/1/31;6200;ACT
0d65e7c7;aad7bdc1;ギミック！ (alt);80;64;16;16;J;サンソフト;1992/1/31;6200;ACT
dc33aed8;9fa1c11f;キャッスルエクセレント;49;0;2;4;J;アスキー;1986/11/28;4900;PZL
bf4f4ba6;cbf4cdf6;キャッスルクエスト;65;0;8;16;J;ハドソン;1990/5/18;5800;SLG
4cccd878;459adfa8;キャッ党忍伝てやんでえ;65;0;8;16;J;テクモ;1991/7/19;6500;ACT
0719260c;03dcfddb;キャデラック;49;0;2;4;J;ヘクト;1990/2/2;4900;PZL
3f56a392;3f56a392;キャプテンED;16;0;16;0;J;CBSソニーグループ;1989/8/25;5900;STG
cb0a3af4;0ab39900;キャプテンシルバー;16;0;8;16;J;徳間書店;1988/12/16;5500;ACT
99c395f9;202df297;キャプテンセイバー;16;32;8;16;J;タイトー;1992/9/29;5900;ACT
f3f1269d;92873f0e;キャプテン翼;16;0;8;16;J;テクモ;1988/4/28;5500;SLG
31b44c65;2eb08777;キャプテン翼II;65;0;16;16;J;テクモ;1990/7/20;6900;SLG
e911bcc4;aa97d0a0;ギャラガ" (ROM版)";0;0;1;1;J;ナムコ;1985/2/1;4500;STG
e5d11921;6bfe4ff1;ギャラクシアン;0;0;1;1;J;ナムコ;1984/9/1;4500;STG
572ca03a;6bfe4ff1;ギャラクシアン (alt);0;0;1;1;J;ナムコ;1984/9/1;4500;STG
e53f7a55;720fff06;コスモポリス ギャリバン;18;0;8;16;J;日本物産;1988/6/3;5900;ACT
091ed5a9;408d72db;究極タイガー;65;0;8;16;J;CBSソニーグループ;1989/8/4;5900;STG
db5169dc;265167e1;究極ハリキリ甲子園;35;80;8;32;J;タイトー;1992/3/19;6900;SPT
cea35d5a;6611d8f3;究極ハリキリスタジアム;1;80;8;16;J;タイトー;1988/6/28;5500;SPT
2bb3dabe;49aa5257;究極ハリキリスタジアムIII;35;80;8;32;J;タイトー;1991/3/1;6900;SPT
d0e53454;6c438bb2;究極ハリキリスタジアム'88;1;80;8;16;J;タイトー;1988/12/16;5500;SPT
0bbf80cb;4819a595;究極ハリキリスタジアム平成元年版;35;80;8;32;J;タイトー;1989/7/21;6800;SPT
2e2acae9;2e2acae9;ぎゅわんぶらあ自己中心派;18;0;16;0;J;アスミック;1988/11/11;5900;TAB
85f12d37;85f12d37;ぎゅわんぶらあ自己中心派2;16;0;16;0;J;アスミック;1990/12/7;6500;TAB
028374f2;57c12c17;山村美紗サスペンス 京都財テク殺人事件;66;0;8;16;J;ヘクト;1990/11/2;8500;ADV
1ed7d6be;e86e4df1;山村美紗サスペンス 京都花の密室殺人事件;65;0;8;16;J;タイトー;1989/2/11;5900;ADV
342727b1;435313c3;山村美紗サスペンス 京都龍の寺殺人事件;0;80;8;16;J;タイトー;1987/12/1;5500;ADV
516b2412;817cfa97;恐竜戦隊ジュウレンジャー;64;0;8;16;J;エンジェル;1992/11/7;6000;ACT
5229fcdd;5229fcdd;キョロちゃんランド;33;0;8;0;J;ヒロ;1992/12/11;5800;ACT
de9c9c64;1202414b;キョンシーズ2;1;80;8;16;J;タイトー;1987/9/25;5500;ADV
8d5b77c0;6e32f3c2;銀河英雄伝説;18;0;8;16;J;ケムコ;1988/12/21;5900;SLG
8a368744;8a368744;銀河の三人;33;0;8;0;J;任天堂;1987/12/15;5000;RPG
369da42d;1dd6619b;キングオブキングス;51;16;8;16;J;ナムコ;1988/12/9;5900;SLG
b06c0674;c3df85c3;キングコング2 怒りのメガトンパンチ;177;64;8;16;J;コナミ;1986/12/18;5300;ACT
ac136f2d;32c1ce97;キングスナイト;48;0;2;4;J;スクウェア;1986/9/1;4900;STG
ac4f4e9f;281160ae;キン肉マン マッスルタッグマッチ;1;0;1;1;J;バンダイ;1985/11/8;4900;ACT
13da2122;d9803a35;クインティ;129;80;8;16;J;ナムコ;1989/6/27;4900;ACT
e6df6616;efeb0c34;グーニーズ" (ROM版)";113;80;2;2;J;コナミ;1986/2/21;4900;ACT
92f04530;92f04530;グーニーズ2 フラッテリー最後の挑戦;33;0;8;0;J;コナミ;1987/3/18;5300;ACT
9a808c3b;89c80b65;クォース;48;0;2;4;J;コナミ;1990/4/13;4900;PZL
3fea656a;45111a7f;クォーターバックスクランブル;16;0;8;16;J;ポニーキャニオン;1989/12/19;5900;SPT
71c9ed1e;71c9ed1e;孔雀王;16;0;16;0;J;ポニーキャニオン;1988/9/1;5800;ADV
a4dcdf28;a5781280;孔雀王II;18;0;8;16;J;ポニーキャニオン;1990/8/21;6800;ADV
dc45a886;f3feb3ab;ダウンタウンスペシャル くにおくんの時代劇だよ全員集合！;67;0;8;16;J;テクノスジャパン;1991/7/26;6500;ACT
4b5177e9;deddd5e5;くにおくんの熱血サッカーリーグ;65;0;8;16;J;テクノスジャパン;1993/4/23;6500;SPT
fcbf28b1;99580334;クライシスフォース;112;16;8;16;J;コナミ;1991/8/27;6000;STG
